Tweet,Etiket,cleaned_tweet
"Çok çalışıp yorulduğum günün sonunda enerjim daha çok artıyor uykum dahi gelmiyor, bak saati kaç ettim yine, böyle olunca Cezmi Hocamı anımsadım, sen arap atı gibisin demişti bir keresinde, arap atı gibi, koştukça yorulmak yerine güçleniyorsun Aysun...",hiçbiri,çalışıp yorulduğum günün sonunda enerjim artıyor uykum dahi gelmiyor bak saati kaç ettim yine böyle olunca cezmi hocamı anımsadım sen arap atı gibisin demişti bir keresinde arap atı koştukça yorulmak yerine güçleniyorsun aysun
Arap ülkelerine atadıkları kral gibi koydular başımıza yahudinin en krosunu. https://t.co/bvPVlE8wB1,nefret,arap ülkelerine atadıkları kral koydular başımıza yahudinin krosunu
"Yemenli yetkili #BAE'yi gizlice ziyaret etti Hadramevt Valisi Ferc el-Bahseni'nin Birleşik Arap Emirlikleri'nin (#BAE) başkenti Abu Dabi'yi gizlice ziyaret ettiği #İddia edi...  https://t.co/AaCCcqwJC0 
#İddia",hiçbiri,yemenli yetkili yi gizlice ziyaret etti hadramevt valisi ferc el bahseni nin birleşik arap emirlikleri nin başkenti abu dabi yi gizlice ziyaret ettiği edi
Varsa ultra zengin bi arap gelsin ama aşiret olmak zorunda,hiçbiri,varsa ultra zengin bi arap gelsin aşiret olmak zorunda
Kuran da yeri var   kitap açan hocalarımız  var bu fal değil  sakın karıştırmayın  da arap harfleriyle yazılıyor zaten,hiçbiri,kuran yeri var kitap açan hocalarımız var fal değil sakın karıştırmayın arap harfleriyle yazılıyor zaten
Mesela ben geçen  sene yildiznagme eğitimi aldım hoca arkadaşım 'dan arap harfleriyle  kitap açmak,hiçbiri,mesela ben geçen sene yildiznagme eğitimi aldım hoca arkadaşım dan arap harfleriyle kitap açmak
"Çünkü cahiller.
1-Araplar düşmanımız değil.
2-Belhanda ve diğer tüm Kuzey Afrikalılar Arap değil, Berberi. 
3-Futbolda ırkçılık yapmakta ne bileyim. https://t.co/bA1uL3xXBN",hiçbiri,cahiller 1 araplar düşmanımız değil 2 belhanda diğer kuzey afrikalılar arap değil berberi 3 futbolda ırkçılık yapmakta bileyim
Ömer Faruk Gergerlioglu milletin toplamıdır ! Kürt Türk Arap Çerkez Boşnak Alevi Sünni demektir Gergerlioğlu !,hiçbiri,ömer faruk gergerlioglu milletin toplamıdır kürt türk arap çerkez boşnak alevi sünni demektir gergerlioğlu
"“Çıcıklığı çılının isviçli greta mı girçiktin”

Yaw kardeşim ona daha çok dokunmuş çevre sorunları o çıkmış söylemiş işte “dünya” diyo tehlikedeyiz diyo ben şanslı olanlardanım diyo daha ne desin bitsin artık bu avrupa düşmanlığınız ve arap seviciliğiniz ya",nefret,çıcıklığı çılının isviçli greta girçiktin yaw kardeşim ona dokunmuş çevre sorunları çıkmış söylemiş işte dünya diyo tehlikedeyiz diyo ben şanslı olanlardanım diyo desin bitsin artık avrupa düşmanlığınız arap seviciliğiniz
Araplar ilk astronotlarını uluslararası uzay istasyonuna göndermişler. Haberlerde herhangi bir ülke adı geçmiyor... sadece “arap” olduğu belirtiliyor.,hiçbiri,araplar ilk astronotlarını uluslararası uzay istasyonuna göndermişler haberlerde herhangi bir ülke adı geçmiyor sadece arap olduğu belirtiliyor
MC Alger oyuncusu Ayoub Azzi’nin Arap kulüpler şampiyonasında  Dhofar’a attığı nefis gol! 🚀🚀 https://t.co/FR7nUztHzp,hiçbiri,mc alger oyuncusu ayoub azzi nin arap kulüpler şampiyonasında dhofar a attığı nefis gol
Yonetimde yabanci uyruklu birisi de olacakmis. Arap fonlarindan birisi de yonetim ve besiktas ortagi olacak. Buyuk ihtimalle ethemin tank fabrikasini beraber aldigi katarli sirkette olacak,hiçbiri,yonetimde yabanci uyruklu birisi olacakmis arap fonlarindan birisi yonetim besiktas ortagi olacak buyuk ihtimalle ethemin tank fabrikasini beraber aldigi katarli sirkette olacak
"Soyuz MS-15 uzay aracı, Kazakistan'daki Baykonur Uzay Üssünden Uluslararası Uzay İstasyonuna fırlatıldı.

Rus kozmonot Oleg Skripoçka, ABD’li astronot Jessica Meir'in ve Arap Emirlikleri'nden Ali Almansoori'yi götürecek kapsülün, 6 saat içinde uzay istasyonuna ulaşması bekleniyor https://t.co/adAucBbVqt",hiçbiri,soyuz m 15 uzay aracı kazakistan daki baykonur uzay ssünden uluslararası uzay i̇stasyonuna fırlatıldı ru kozmonot oleg skripoçka abd li astronot jessica meir in arap emirlikleri nden ali almansoori yi götürecek kapsülün 6 saat içinde uzay istasyonuna ulaşması bekleniyor
Babam içerde İlyas Yalçıntaş dinliyo ben salonda Arap Şükrü büyüdükçe roller değişiyo Allahım n’oluyo 🤦🏻‍♀️,hiçbiri,babam içerde i̇lyas yalçıntaş dinliyo ben salonda arap şükrü büyüdükçe roller değişiyo allahım n oluyo
Arap Kurabiyesi - https://t.co/UQa0evE7un https://t.co/ySoPb9TjsO,hiçbiri,arap kurabiyesi
"Koşunun ağır favorisisin,Grup yarışlarda boy gösteriyorsun ve bu arap temposunu okuyamıyorsan,hala virajı sonuncu dönüyorsan,yeteniksiz olan sensin Müslüm efendi...",hiçbiri,koşunun ağır favorisisin grup yarışlarda boy gösteriyorsun arap temposunu okuyamıyorsan hala virajı sonuncu dönüyorsan yeteniksiz olan sensin müslüm efendi
"- Avrupa kendi içinde tartışmalı. Birliğin sorunları çözülemiyor. Almanya, Fransa ABD ile Rusya/Çin arasında tost olmamaya çalışıyor. Bir anlamda topal ördek. İsrail'de Netanyahu kaybetti. Arap partiler güçlendi. Şahinler gücünü yitirdi. Halk yorgun...",hiçbiri,avrupa kendi içinde tartışmalı birliğin sorunları çözülemiyor almanya fransa abd rusya çin arasında tost olmamaya çalışıyor bir anlamda topal ördek i̇srail netanyahu kaybetti arap partiler güçlendi şahinler gücünü yitirdi halk yorgun
"Kafamda deli sorular var...❗️

Akabe G.B Erdoğan ABD'ye iner inmez Yahudilerle görüştü..

Ardından BM toplantısında Davos'taki  (One minute) gibi
Yine İsrayil'e ver yansın etti...

#ŞimdiSoruŞu Davos'un ardından Arap baharı oldu
BM'in ardı Ne olacak❓BOP uygulamaya konulacak... https://t.co/n7VeMwwGLd",hiçbiri,kafamda deli sorular var akabe g b erdoğan abd ye iner inmez yahudilerle görüştü ardından bm toplantısında davos taki one minute yine i̇srayil e ver yansın etti davos un ardından arap baharı oldu bm in ardı olacak bop uygulamaya konulacak
"Eski bir Arap şiiri geliyor aklıma:
Asil insanların en neşeli zamanlarında bile bir hüzün vardır, 
daha düşük ruhlar ise en sefil zamanında bile neşelidir.

Zülfü Livaneli - Huzursuzluk",hiçbiri,eski bir arap şiiri geliyor aklıma asil insanların neşeli zamanlarında bile bir hüzün vardır düşük ruhlar sefil zamanında bile neşelidir zülfü livaneli huzursuzluk
"Türkiye'nin asıl sahip çıkması gereken insanlar soydaşımız olan, kardeşimiz olan Türkmenlerdir, kapıları açmadığımızda devletimize küfürler eden nankör Arap pislikleri değil! https://t.co/kpIuGwrABR",nefret,türkiye nin asıl sahip çıkması gereken insanlar soydaşımız olan kardeşimiz olan türkmenlerdir kapıları açmadığımızda devletimize küfürler eden nankör arap pislikleri değil
"Ortadoğu bir bataklık değildir, kendisini batıranlar vardır sadece..
Birleşik Arap Emirlikleri uzaya ilk astronotunu bugün gönderdi..
İsmi Hazzaa Ali Almansoori..
Biz İdlib - Afrin ile uğraşıyoruz, Birleşik Arap Emirlikleri uzay ile..
Ne günler ne günler.. https://t.co/thw8O4kZc7",hiçbiri,ortadoğu bir bataklık değildir kendisini batıranlar vardır sadece birleşik arap emirlikleri uzaya ilk astronotunu bugün gönderdi i̇smi hazzaa ali almansoori i̇dlib afrin uğraşıyoruz birleşik arap emirlikleri uzay günler günler
"Alo buralar Arap istilasına uğramış. Türk kahvesi istedim el Arabi kahvesi geldi (@ Teras Cafe in İstanbul, Türkiye) https://t.co/AZ2CKCgcza",nefret,alo buralar arap istilasına uğramış türk kahvesi istedim el arabi kahvesi geldi tera cafe in i̇stanbul türkiye
"Daha sonra İslam ve bu topraklara ait kaynaklara döndüklerinde
iş işten geçmiş oluyor.

Müslümanlar önce ve temelde
İslam havzasında olan
Türk- Arap- Fars- Hint kaynaklarını okumalıdırlar.",hiçbiri,sonra i̇slam topraklara ait kaynaklara döndüklerinde iş işten geçmiş oluyor müslümanlar önce temelde i̇slam havzasında olan türk arap far hint kaynaklarını okumalıdırlar
"Kendime hakim olamıyorum..Cüleybib bilmem kaç kuşak öncem olabilir misin sadece soruyorum.
Arap genim de varmış anne tarafından, ihtimal yüksek yani. https://t.co/fz7SEdPcv1",hiçbiri,kendime hakim olamıyorum cüleybib bilmem kaç kuşak öncem olabilir misin sadece soruyorum arap genim varmış anne tarafından ihtimal yüksek
BEŞİKTAŞ ARAP ATI GİBİ SONRADAN AÇILDI!!!,hiçbiri,beşi̇ktaş arap ati gi̇bi̇ sonradan açildi
Benim düşüncem şudur: Herkesin vatanı kutsal topraktır. Kudüs benim kutsalım değildir. Ben arap değilim.Bu topraklarda istediğim gibi yaşıyorsam kutsal toprak TÜRKİYE dir.🐺🇹🇷,hiçbiri,benim düşüncem şudur herkesin vatanı kutsal topraktır kudüs benim kutsalım değildir ben arap değilim topraklarda istediğim yaşıyorsam kutsal toprak t rki̇ye dir
"Hem İsrail'e etnik ve demografik değişiklik yaptığı, Yahudi yerleşimcileri Arap nüfus bölgelerine yerleştirdiği için karşı çıkıyorsunuz hem de Güney Suriyeli 2 milyon Arap mülteciyi Kuzey Suriye'ye yerleştireceksiniz. 
Bölgenin Kürt, Ermeni ve Süryani nüfusunu hiçe sayarak!!. https://t.co/EeOhNFqxzN",hiçbiri,i̇srail e etnik demografik değişiklik yaptığı yahudi yerleşimcileri arap nüfus bölgelerine yerleştirdiği karşı çıkıyorsunuz güney suriyeli 2 milyon arap mülteciyi kuzey suriye ye yerleştireceksiniz bölgenin kürt ermeni süryani nüfusunu hiçe sayarak
"Arap'tan kalan, yaşayan tüm kalıntılar yok edilmeli, dini dahil bu topraklar da..

Kamal Atamtürk",nefret,arap tan kalan yaşayan kalıntılar yok edilmeli dini dahil topraklar kamal atamtürk
"Bi köpek bile ışıkta yeşilin yanmasını beklereken, bu arap'lar  metro da inmeden zorla binmeye çalışıyorlar twit bu kadar. https://t.co/Tyit2Tuxse",nefret,bi köpek bile ışıkta yeşilin yanmasını beklereken arap lar metro inmeden zorla binmeye çalışıyorlar twit kadar
Belhanda’nın sevilmemesinin 2 nedeni var 1 ırkından dolayı yani Arap olduğu için 2 sneijderin yetine geldiği için şuan şu şartlarda belhanda’yı futbolundan dolayı beğenmiyoruz diyenlerde futboldan anladığını düşünmüyorum,hiçbiri,belhanda nın sevilmemesinin 2 nedeni var 1 ırkından dolayı arap olduğu 2 sneijderin yetine geldiği şuan şartlarda belhanda yı futbolundan dolayı beğenmiyoruz diyenlerde futboldan anladığını düşünmüyorum
"Arap şiirinin en doğrusunu Lubeyt söylemiştir ve demiştir ki; 
"" Bilin ki Allah dışındaki her şey batıldır.""

Başka bir şeye Gönül vermek Allah'tan Gafil olmaktır.

İmam Humeyni🌱 https://t.co/9fKZ0wpxLe",hiçbiri,arap şiirinin doğrusunu lubeyt söylemiştir demiştir bilin allah dışındaki batıldır başka bir şeye gönül vermek allah tan gafil olmaktır i̇mam humeyni
"Şimdi de diyoki ""Sana Avusturya'dan Macaristandan sürekli mektup geliyodu noldu o Hansla konuşmayı neden bıraktın o cocuk iyiydi iyi"" sjcbsjs zamanında Macar milleti kadar varoş bı millet yok diyen annem Arap damadı görünce pisman oldu sjxbshd https://t.co/7x8lMLM0j8",nefret,şimdi diyoki sana avusturya dan macaristandan sürekli mektup geliyodu noldu hansla konuşmayı bıraktın cocuk iyiydi iyi sjcbsjs zamanında macar milleti kadar varoş bı millet yok diyen annem arap damadı görünce pisman oldu sjxbshd
"ARAP SEVICILIGINI ANLAMAK MUMKUN DEGIL!

II. Abdülhamid, 1900'de Şam'ı Medine ve Mekke'ye bağlayan bir demiryolu çalışması başlattı. Ancak 1. Dünya Savaşı sırasında Osmanlılara karşı başlatılan Arap İsyanı sırasında (1916-18) Arabistanlı Lawrence demiryolunu patlattı. https://t.co/TS7UxJ96jJ",nefret,arap seviciligini anlamak mumkun degil ii abdülhamid 1900 şam ı medine mekke ye bağlayan bir demiryolu çalışması başlattı ancak 1 dünya savaşı sırasında osmanlılara karşı başlatılan arap i̇syanı sırasında 1916 18 arabistanlı lawrence demiryolunu patlattı
"TRT, Erdoğan'ın ""güvenli bölge"" planının detaylarını paylaştı: ""Ayn El Arap olarak bilenen Kobani’den Derik’e kadar olan bölgeye 1 milyon kişi yerleştirilecek""
https://t.co/A4276QemmI https://t.co/cdUVG2fMP3",hiçbiri,trt erdoğan ın güvenli bölge planının detaylarını paylaştı ayn el arap olarak bilenen kobani den derik e kadar olan bölgeye 1 milyon kişi yerleştirilecek
"İki gündür deli gibi ""Arab Wedding"" videoları izliyorum..mezun olmadan bir arap sevgili yapma fikri çık aklımdan😂",hiçbiri,i̇ki gündür deli arab wedding videoları izliyorum mezun olmadan bir arap sevgili yapma fikri çık aklımdan
Yakında cezalarda özelleştirilirse şaşırmam bu ülkede . Arap zihniyeti pişmanlıktır. #sigara,nefret,yakında cezalarda özelleştirilirse şaşırmam ülkede arap zihniyeti pişmanlıktır
Arap Emrah belgeselini neden kaldırdınız? @140journos,hiçbiri,arap emrah belgeselini kaldırdınız
"Türk ol, Kürt ol, Çerkez ol, Laz ol, roman ol, Arap ol, her ne olursan ol vatan haini olma.
İhanetin telafisi, kahpeliğin bahanesi olmaz. olmaz.",hiçbiri,türk ol kürt ol çerkez ol laz ol roman ol arap ol olursan ol vatan haini olma i̇hanetin telafisi kahpeliğin bahanesi olmaz olmaz
"Birleşik Arap Emirlikleri (#BAE), tarihteki ilk astronotunu Uluslararası Uzay İstasyonu'na gönderdi.1985'ten bu yana Hezze El-Mansuri uzaya giden  üçüncü Arap astronot oldu. 
📸 https://t.co/Rnxjwg3r8p",hiçbiri,birleşik arap emirlikleri tarihteki ilk astronotunu uluslararası uzay i̇stasyonu na gönderdi 1985 ten yana hezze el mansuri uzaya giden üçüncü arap astronot oldu
"Ve Birleşik Arap Emirlikleri uzaya insan gönderen 19. ülke oldu...
Bugün #SoyuzMS15 kapsülüyle 3 kişi Uluslararası Uzay İstasyonu'na doğru yola çıktı.
#TAKAT #uzay #bilim #çarşamba https://t.co/vcxieFS4mx",hiçbiri,birleşik arap emirlikleri uzaya insan gönderen 19 ülke oldu bugün kapsülüyle 3 kişi uluslararası uzay i̇stasyonu na doğru yola çıktı
Arap ülkelerinde yıllar sonra bir ilk:BAE’nin ilk resmi sinagogu 2022’de açılıyor | Şalom Gazetesi https://t.co/XUY8uTmG2r,hiçbiri,arap ülkelerinde yıllar sonra bir ilk bae nin ilk resmi sinagogu 2022 açılıyor şalom gazetesi
"Nasıl hissedeceğini şaşırmış bir vaziyetteyim duygular, düşünceler arap saçına dönmüş",hiçbiri,hissedeceğini şaşırmış bir vaziyetteyim duygular düşünceler arap saçına dönmüş
"Bu da bir Şaman geleneği kalıntısıdır. Şöyle ki, su içerken insan akli başından kaçabilir diye kafa elle tutulurmuş. (Arap geleneği sanıyordunuz değilmi)😊",hiçbiri,bir şaman geleneği kalıntısıdır şöyle su içerken insan akli başından kaçabilir kafa elle tutulurmuş arap geleneği sanıyordunuz değilmi
"Aaa.. Bana göre Arap aydını da iyidir, zaman zaman fark attığı söylenir... https://t.co/Yyibj8kwU5",hiçbiri,aaa bana göre arap aydını iyidir zaman zaman fark attığı söylenir
Bu Hillary ekibi başarılı olursa Dünya’ya yazık olur.Dünya’da en çok müslüman kanı arap baharı vesilesi ile “Obama ve Clinton” döneminde döküldü. Bunlar o kadar kötü ki Trump melek kalır bunların yanında. https://t.co/7uexTmC0tY,hiçbiri,hillary ekibi başarılı olursa dünya yazık olur dünya müslüman kanı arap baharı vesilesi obama clinton döneminde döküldü bunlar kadar kötü trump melek kalır bunların yanında
UMUTLU yarışı CARROT yarışından daha yüksek tempoda gecti.Biri arap biri ingiliz !,hiçbiri,umutlu yarışı carrot yarışından yüksek tempoda gecti arap ingiliz
Anneme Arap damat geliyo dedim senin zevkin benimkinden de kötü dedi..,nefret,anneme arap damat geliyo dedim senin zevkin benimkinden kötü dedi
"Şu dizilerdeki sakallı tipleri de bir bitiremediniz Amk...
Ne kadar da meraklısınız sakallı yobazlara.
Biraz medeni olun da özünüze dönün.
Bırakın bu arap kırmalarını taklit etmeyi.
Özünüze dönün ve,
TÜRK OLUN...!",nefret,dizilerdeki sakallı tipleri bir bitiremediniz amk kadar meraklısınız sakallı yobazlara biraz medeni olun özünüze dönün bırakın arap kırmalarını taklit etmeyi özünüze dönün t rk olun
"o gün arkadşımla (arap) buluşçam diye çıkmıtşşım
diyo ki o kızlaa görüşme dahaa fazla

cok mal birisin cidden baba",hiçbiri,gün arkadşımla arap buluşçam çıkmıtşşım diyo kızlaa görüşme dahaa fazla cok mal birisin cidden baba
Allahım(cc) cahillik çok zor..Zira cahilliğimden yine bi arap hocamıza rezil olmuşum🤦‍♀️🤦‍♀️😅😅,hiçbiri,allahım cc cahillik zor zira cahilliğimden yine bi arap hocamıza rezil olmuşum
Akp'de işler arap saçına döndü. Yakında Erdoğan yeni bir parti kurduruyor diye haberler duyarsanız hiç şaşırmayın. Babacan ve Davutoğlu partilerini geç kursun diye ilginç bir kapı arkası diplomasisi sürdürülüyor. https://t.co/hKimZeeTR9,hiçbiri,akp işler arap saçına döndü yakında erdoğan yeni bir parti kurduruyor haberler duyarsanız şaşırmayın babacan davutoğlu partilerini geç kursun ilginç bir kapı arkası diplomasisi sürdürülüyor
İngiliz kaşığı ile Arap b*ku yiyenler beni takipten düşsün hadi naş naşş.,nefret,i̇ngiliz kaşığı arap b ku yiyenler beni takipten düşsün hadi naş naşş
"6.Her üç sistemde de ekonomi,hukuk insan hakları farklı farklı olmuştur.
Bu devletlerin kurulması emperyalizin tüm hayallerini yıktığı gibi ona ikici bir yenilgiyi tattırmıştır.
(Ortadoğu da Arap devlet sistemleri,Liberal sistemin islam dini ile sulandırılmış şeklidir)",hiçbiri,6 üç sistemde ekonomi hukuk insan hakları farklı farklı olmuştur devletlerin kurulması emperyalizin hayallerini yıktığı ona ikici bir yenilgiyi tattırmıştır ortadoğu arap devlet sistemleri liberal sistemin islam dini sulandırılmış şeklidir
